60 10
538830 11
195299800 01
200539050 00
999874500 10
1000539930 11
1195174370 01
1200540150 00
1999749000 10
2000541030 11
2195048550 01
2200541240 00
2999623610 10
3000542120 11
3194922920 01
3200542340 00
3999498040 10
4000543220 11
4194797570 01
4200543440 00
4999372740 10
5000544320 11
5194672050 01
5200544540 00
5999247270 10
6000545420 11
6194546490 01
6200545630 00
6999121630 10
7000546510 11
7194421390 01
7200546730 00
7998996450 10
8000547610 11
8194295700 01
8200547870 00
8998870870 10
9000548750 11
9194902470 01
9200548970 00
9999477520 10
10000549850 11
10194777180 01
10200550060 00
10999352250 10
11000550940 11
11194651570 01
11200551160 00
11999226690 10
12000552030 11
12194526170 01
12200552250 00
12999101100 10
13000553120 11
13194400530 01
13200553340 00
13998975690 10
14000554220 11
14194275380 01
14200554430 00
14998850510 10
15000555310 11
15194149760 01
15200555530 00
15998724630 10
16000556400 11
16194024000 01
16200556620 00
16998599290 10
17000557490 11
17193898480 01
17200557710 00
17998473790 10
18000558580 11
18193773250 01
18200558790 00
18998348230 10
19000559670 11
19193647580 01
19200559880 00
19998222800 10
20000560750 11
20193522170 01
20200560970 00
20998097150 10
21000561840 11
21193396690 01
21200562060 00
21997971690 10
22000562930 11
22193271220 01
22200563140 00
22997846370 10
23000564020 11
23193146090 01
23200564230 00
23997720740 10
24000565100 11
24193020260 01
24200565320 00
24997595340 10
25000566190 11
25196312310 01
25200566400 00
26000567270 01
26000887380 11
26196186700 01
26200567490 00
27000568360 01
27000762060 11
27196061500 01
27200568580 00
28000569450 01
28000636620 11
28195935980 01
28200569660 00
29000511050 10
29000570530 11
29195810440 01
29200570750 00
30000385480 10
30000571610 11
30195685220 01
30200571830 00
31000259910 10
31000572700 11
31195559410 01
31200572910 00
32000134360 10
32000573780 11
32195433830 01
32200573990 00
33000008980 10
33000574860 11
33195308380 01
33200575070 00
33999883460 10
34000575940 11
34195182930 01
34200576150 00
34999758090 10
35000577020 11
35195057500 01
35200577230 00
35999632740 10
36000578100 11
36194931900 01
36200578310 00
36999507070 10
37000579180 11
37194806390 01
37200579390 00
37999381610 10
38000580250 11
38194681020 01
38200580470 00
38999256050 10
39000581330 11
39194555600 01
39200581550 00
39999130630 10
40000582410 11
40194430240 01
40200582620 00
40999005450 10
41000583490 11
41197234010 01
41200583700 00
42000584560 01
42001808930 11
42197108230 01
42200584780 00
43000585640 01
43001683670 11
43196982990 01
43200585850 00
44000586710 01
44001557970 11
44196857330 01
44200586930 00
45000587790 01
45001432710 11
45196731920 01
45200588000 00
46000588860 01
46001307110 11
46196606410 01
46200589080 00
47000589940 01
47001181850 11
47196480890 01
47200590150 00
48000591010 01
48001056020 11
48196355560 01
48200591230 00
49000592090 01
49000930700 11
49196230100 01
49200592300 00
50000593160 01
50000805040 11
50196104540 01
50200593370 00
51000594230 01
51000679540 11
51195979070 01
51200594450 00
52000554210 10
52000595300 11
52195853410 01
52200595520 00
53000428320 10
53000596380 11
53195727810 01
53200596590 00
54000302570 10
54000597450 11
54195601930 01
54200597660 00
55000177010 10
55000598520 11
55195476390 01
55200598730 00
56000051260 10
56000599590 11
56195350850 01
56200599800 00
56999925780 10
57000600660 11
57197422130 01
57200600870 00
58000601730 01
58001996940 11
58197296630 01
58200601940 00
59000602800 01
59001871220 11
59197170760 01
59200603010 00
60000603870 01
60001745580 11
60197045220 01
60200604080 00
61000604930 01
61001620090 11
61196919550 01
61200605150 00
62000606000 01
62001494450 11
62196793860 01
62200606220 00
63000607070 01
63001368750 11
63196668200 01
63200607280 00
64000608140 01
64001243010 11
64196542510 01
64200608350 00
65000609200 01
65001117300 11
65196417080 01
65200609420 00
66000610270 01
66000991750 11
66196291080 01
66200610480 00
67000611340 01
67000866160 11
67196165410 01
67200611550 00
68000612400 01
68000740350 11
68196040030 01
68200612610 00
69000613470 01
69000615100 11
69195914420 01
69200613680 00
70000489350 10
70000614530 11
70195788460 01
70200614740 00
71000363620 10
71000615600 11
71195663230 01
71200615810 00
72000238040 10
72000616660 11
72195537630 01
72200616870 00
73000112190 10
73000617730 11
73195411760 01
73200617940 00
73999986500 10
74000618790 11
74195285750 01
74200619000 00
74999861170 10
75000619850 11
75195160120 01
75200620060 00
75999735340 10
76000620910 11
76195034520 01
76200621130 00
76999609420 10
77000621980 11
77194908870 01
77200622190 00
77999483980 10
78000623040 11
78194783250 01
78200623250 00
78999358350 10
79000624100 11
79194657520 01
79200624310 00
79999232480 10
80000625160 11
80194532090 01
80200625370 00
80999106990 10
81000626220 11
81194406640 01
81200626430 00
81998981310 10
82000627280 11
82194280580 01
82200627490 00
82998855840 10
83000628340 11
83194154880 01
83200628550 00
83998729900 10
84000629400 11
84194029310 01
84200629610 00
84998604400 10
85000630460 11
85193903660 01
85200630670 00
85998478580 10
86000631520 11
86193778120 01
86200631730 00
86998352900 10
87000632580 11
87193652370 01
87200632790 00
87998227390 10
88000633640 11
88193526940 01
88200633850 00
88998101690 10
89000634700 11
89196086300 01
89200634910 00
90000635750 01
90000661320 11
90195960910 01
90200635970 00
91000535770 10
91000636810 11
91195834950 01
91200637020 00
92000410250 10
92000637870 11
92195709220 01
92200638080 00
93000284370 10
93000638920 11
93195583700 01
93200639140 00
94000158550 10
94000639980 11
94195457940 01
94200640190 00
95000033040 10
95000641040 11
95195332550 01
95200641250 00
95999907500 10
96000642090 11
96195206850 01
96200642300 00
96999781770 10
97000643150 11
97195081040 01
97200643360 00
97999655960 10
98000644200 11
98194955480 01
98200644410 00
98999530380 10
99000645260 11
99194829760 01
99200645470 00
99999404840 10
100000646310 11
100194704070 01
100200646520 00
100999279140 10
101000647370 11
101194578420 01
101200647580 00
101999153550 10
102000648420 11
102194452720 01
102200648630 00
102999027870 10
103000649470 11
103194327050 01
103200649690 00
103998902190 10
104000650530 11
104194201860 01
104200650740 00
104998776350 10
105000651580 11
105195296440 01
105200651790 00
105999871180 10
106000652630 11
106195170770 01
106200652840 00
106999745790 10
107000653690 11
107195045110 01
107200653900 00
107999620250 10
108000654740 11
108194919810 01
108200654950 00
108999494390 10
109000655790 11
109194793590 01
109200656000 00
109999368710 10
110000656840 11
110194668040 01
110200657050 00
110999243140 10
111000657890 11
111194542390 01
111200658100 00
111999117280 10
112000658940 11
112194416970 01
112200659150 00
112998991650 10
113000659990 11
113194291190 01
113200660200 00
113998866160 10
114000661040 11
114194165450 01
114200661250 00
114998740360 10
115000662090 11
115194039800 01
115200662300 00
115998615320 10
116000663140 11
116193914380 01
116200663350 00
116998489630 10
117000664190 11
117193789050 01
117200664400 00
117998364190 10
118000665240 11
118193663590 01
118200665450 00
118998239170 10
119000666290 11
119193538330 01
119200666500 00
119998113550 10
120000667340 11
120193412840 01
120200667540 00
120997988000 10
121000668380 11
121195972610 01
121200668590 00
122000547760 10
122000669430 11
122195847150 01
122200669640 00
123000422200 10
123000670480 11
123195721680 01
123200670690 00
124000296900 10
124000671520 11
124195596430 01
124200671730 00
125000171490 10
125000672570 11
125195470840 01
125200672780 00
126000045980 10
126000673620 11
126195345860 01
126200673830 00
126999920810 10
127000674660 11
127195220040 01
127200674870 00
127999795200 10
128000675710 11
128195094800 01
128200675920 00
128999669770 10
129000676750 11
129194969410 01
129200676960 00
129999544580 10
130000677800 11
130194844190 01
130200678000 00
130999418900 10
131000678840 11
131194718590 01
131200679050 00
131999293620 10
132000679880 11
132194593080 01
132200680090 00
132999168150 10
133000680930 11
133194467680 01
133200681140 00
133999042810 10
134000681970 11
134194342330 01
134200682180 00
134998917440 10
135000683010 11
135194216620 01
135200683220 00
135998791810 10
136000684060 11
136194091370 01
136200684270 00
136998666580 10
137000685100 11
137196162830 01
137200685310 00
138000686140 01
138000738050 11
138196037450 01
138200686350 00
139000612520 10
139000687180 11
139195912040 01
139200687390 00
140000487250 10
140000688230 11
140195786810 01
140200688430 00
141000361940 10
141000689270 11
141195661250 01
141200689480 00
142000236460 10
142000690310 11
142195536150 01
142200690520 00
143000110920 10
143000691350 11
143195410390 01
143200691560 00
143999985560 10
144000692390 11
144195285080 01
144200692600 00
144999860220 10
145000693430 11
145195159560 01
145200693640 00
145999734660 10
146000694470 11
146195034350 01
146200694680 00
146999609300 10
147000695510 11
147194908570 01
147200695720 00
147999484060 10
148000696550 11
148194783710 01
148200696760 00
148999358460 10
149000697590 11
149194658110 01
149200697800 00
149999233060 10
150000698630 11
150194532600 01
150200698840 00
150999107560 10
151000699670 11
151194407040 01
151200699880 00
151998982390 10
152000700710 11
152194281570 01
152200700920 00
152998856860 10
153000701750 11
153196841450 01
153200701960 00
154000702790 01
154001416430 11
154196716200 01
154200703000 00
155000703830 01
155001291070 11
155196590480 01
155200704040 00
156000704870 01
156001165850 11
156196465140 01
156200705080 00
157000705910 01
157001040650 11
157196339850 01
157200706120 00
158000706950 01
158000915150 11
158196214430 01
158200707160 00
